,COUNTRYNAME,YEAR,"Agriculture, forestry, and fishing, value added (% of GDP)",GDP (current US$),"Industry (including construction), value added (% of GDP)","Inflation, GDP deflator (annual %)","Population, total","Services, value added (% of GDP)","Stocks traded, total value (% of GDP)",Tax revenue (% of GDP),Trade (% of GDP),"Agriculture, forestry, and fishing, value added (% of GDP)(current US$)","Industry (including construction), value added (% of GDP)(current US$)","Services, value added (% of GDP)(current US$)","Stocks traded, total value (% of GDP)(current US$)",Tax revenue (% of GDP)(current US$),Trade (% of GDP)(current US$),GDP per Capita,GDP Growth
181,Germany,2006,0.716599758,3046310000000.0,26.26004666,0.446999825,82376451.0,63.07722428,64.03941156,10.66779876,72.75919346,2182985008792.98,79996242740824.6,192152779096406.8,195083899829343.62,32497422040575.6,221647058629132.62,36980.35012457626,5.285149945219958
182,Germany,2007,0.822076768,3484060000000.0,26.45970844,1.839555034,82266372.0,62.233953,93.4208883,11.14380345,74.88384168,2864164784318.08,92187211787466.4,216826826289180.0,325483980090498.0,38825679848007.0,260899797443620.8,42350.96206746543,14.369844172129564
183,Germany,2008,0.836898767,3808790000000.0,26.06009237,0.947839882,82110097.0,62.58468228,109.9993325,11.28096908,76.10141021,3187571654761.93,99257419217932.3,238371912021241.22,418964357632675.0,42966842222213.2,289854290193745.9,46386.37803582183,9.320447983100166
184,Germany,2009,0.6701752,3479800000000.0,23.87310762,1.994704074,81902307.0,64.62553159,51.37634284,11.38616441,66.11526853,2332075660960.0,83073639896076.0,224883924826881.97,178779397814632.0,39621574913918.0,230067911430693.97,42487.20368768123,-8.637651327586982
185,Germany,2010,0.775746734,3468150000000.0,26.06312546,0.68249855,81776930.0,62.68361582,43.0966065,10.96932028,73.86264077,2690406035522.1,90390828564099.0,217396182206133.0,149465495832975.0,38043248129082.0,256166717586475.5,42409.88259158176,-0.3347893557100967
186,Germany,2011,0.924336108,3824830000000.0,26.31240879,1.231934901,80274983.0,62.01480452,41.14182594,11.25470829,78.40731346,3535428475961.64,100640490512255.7,237196084772231.6,157360490110090.2,43047345908840.7,299894644741211.8,47646.59993761693,10.284445597797088
187,Germany,2012,0.911054928,3597900000000.0,26.57610753,1.4320764,80425823.0,61.79361372,34.74100546,11.3944179,79.30048779,3277884525451.1997,95618177282187.0,222327242803188.0,124994663544533.98,40995976162410.0,285315225019641.0,44735.6317385773,-5.933074149700768
188,Germany,2013,0.92687146,3808090000000.0,25.90779415,1.995031603,80645605.0,62.33479116,34.46906713,11.385006,77.56438157,3529609938111.4,98659211824673.5,237376494868484.4,131261309847081.7,43355127498540.0,295372145812901.25,47220.056195250814,5.8420189555018265
189,Germany,2014,0.915391753,3965800000000.0,26.01463233,1.900824904,80982500.0,62.27062445,32.00026679,11.26046423,76.83033127,3630260614047.4,103168828894314.0,246952842443810.0,126906658035781.98,44656749043334.0,304693727750566.0,48971.073997468586,4.141446236827395
190,Germany,2015,0.708829582,3423570000000.0,25.91528527,1.685397768,81686611.0,62.56088669,42.19612111,11.25749842,77.79135676,2426727692047.74,88722793191813.89,214181574845283.28,144461374348562.7,38540833865759.4,266324155262833.2,41911.02994834735,-13.672651167481975
191,Germany,2016,0.730325302,3537780000000.0,26.2157748,1.256258636,82348669.0,62.32010162,31.77446031,11.07921817,75.98458751,2583730246909.56,92745643771944.0,220474809109203.6,112411050195511.8,39195836457462.6,268816754001127.78,42960.98580536863,3.335991377421821
192,Germany,2017,0.860523969,3763090000000.0,26.11757042,1.467989167,82657002.0,62.34102146,41.41803999,11.19990033,77.56663695,3238229142504.2104,98282768071797.8,234594874445911.4,155859812105969.1,42146232932819.7,291890235840175.5,45526.57257034316,6.368683185500501
193,Germany,2018,0.743078811,4052010000000.0,25.9385392,1.865334232,82905782.0,62.68882263,40.21812618,11.23766806,79.22765969,3010962772960.11,105103220223792.0,254015736184986.28,162964249462621.78,45535143355800.6,321031269340476.9,48874.878232256466,7.677732926929726
194,Germany,2019,0.833691667,3957210000000.0,25.63105395,2.015976123,83092962.0,62.90951885,34.44109612,11.21438352,79.13374711,3299093001569.07,101427463001479.5,248946177088408.5,136290649977025.19,44377670609179.2,313148855401163.1,47623.88901240517,-2.3395796160424087
195,Germany,2020,0.728891878,3940140000000.0,25.37746187,1.755045999,83160871.0,63.72954122,46.59143802,10.4109728,72.99325723,2871936044182.92,99990752612461.81,251103314542570.8,183576788600122.78,41020690368192.0,287603652542212.2,47379.734635054505,-0.43136452197380937
196,Germany,2021,0.742181337,4348300000000.0,25.30665368,2.802929366,83196078.0,63.39163217,35.09905799,11.02250534,80.15661805,3227227107677.1,110040922196744.0,275645834164811.0,152621233857917.0,47929159969922.0,348545022266815.0,52265.68492808039,10.359022775840444
197,Germany,2022,1.003958167,4163600000000.0,25.68688746,6.091856632,83797985.0,63.41935076,31.04699997,11.01086283,89.06412737,4180080224121.1997,106949924628456.0,264052808824336.0,129267289075092.0,45844828478988.0,370827400717732.0,49686.15892136309,-4.2476370075661745
198,Germany,2023,0.841992092,4525700000000.0,27.29091756,6.142916521,83901923.0,63.15387464,23.00989729,,82.79910645,3810603610764.4,123510505601292.0,285815490458248.0,104135892165353.0,,374723916060765.0,53940.36081866681,8.696800845422237
199,Germany,2024,0.82629156,4659930000000.0,25.83843949,3.106013661,83510950.0,63.90917157,19.82858458,,80.3446714,3850460829190.8003,120405319332635.69,297812265874190.06,92399816141879.4,,374400544597002.0,55800.227395329595,2.9659500187816157
200,"Hong Kong SAR, China",2000,0.087327038,171669000000.0,12.08238349,-3.394187052,6665000.0,83.75814298,217.2764427,,247.6540204,14991345286.421999,2074170691344.81,14378676647233.621,37299629641866.3,,42514518028047.6,25756.789197299324,-96.31606054168196
201,"Hong Kong SAR, China",2001,0.089468051,169404000000.0,11.3479853,-1.774033333,6714300.0,84.69066913,140.6052096,,240.8489776,15156245711.604002,1922394101761.2,14346938113298.521,23819084927078.4,,40800780201350.4,25230.32929717171,-1.3193995421421412
202,"Hong Kong SAR, China",2002,0.088103282,166349000000.0,10.63652502,-3.401894174,6744100.0,85.60941187,107.5677125,,255.9964574,14655892857.418001,1769375300551.98,14241040055162.63,17893781406662.5,,42584754692032.6,24665.856081612077,-1.8033812660858017
203,"Hong Kong SAR, China",2003,0.075198799,161386000000.0,9.858602385,-6.007708202,6730800.0,87.70989019,169.0671346,,292.4546559,12136033375.414,1591040404505.6099,14155148338203.34,27285068584555.6,,47198087097077.4,23977.23896119332,-2.983486525317258
204,"Hong Kong SAR, China",2004,0.073123561,169100000000.0,9.172944434,-3.590835041,6783500.0,88.3525482,238.751308,,326.8410546,12365194165.1,1551144903789.4,14940415900620.0,40372846182800.0,,55268822332860.0,24928.134443871157,4.779844596185545
205,"Hong Kong SAR, China",2005,0.067486943,181569000000.0,8.45767903,-0.150080812,6813200.0,89.0584757,231.9745534,,342.6892095,12253536753.567,1535652323798.0698,16170258374373.3,42119387686284.6,,62221737079705.5,26649.591968531673,7.373743347131878
206,"Hong Kong SAR, China",2006,0.062992608,193535000000.0,7.995870559,-0.53481994,6857100.0,89.9578342,390.3911546,,359.2086612,12191274389.28,1547480808636.065,17409989441896.998,75554352105511.0,,69519448245342.0,28224.03056685771,6.590332050074621
207,"Hong Kong SAR, China",2007,0.061486979,211597000000.0,6.891085054,3.13740249,6916300.0,90.29044874,952.6693992,,362.1494636,13010460295.463,1458132924171.238,19105188082037.78,201581986862522.4,,76629740049369.2,30593.959197836994,9.332678843620013
208,"Hong Kong SAR, China",2008,0.05417318,219279000000.0,7.002103091,1.28147803,6957800.0,87.8208736,715.1686181,,376.6568062,11879040737.220001,1535414163691.3892,19257273342134.4,156821459408349.9,,82592927806729.8,31515.565264882578,3.630486254531018
209,"Hong Kong SAR, China",2009,0.065692529,214048000000.0,6.871197442,-0.375412596,6972800.0,88.39707216,660.25939,,348.3975543,14061354447.392,1470766070065.2158,18921216501703.68,141327201910720.0,,74573799702806.4,30697.567691601653,-2.3855453554603945
210,"Hong Kong SAR, China",2010,0.053368402,228639000000.0,6.835827987,0.270660047,7024200.0,90.91324144,650.6308046,,404.7705609,12202098064.878,1562936875119.693,20786312609600.16,148759576532939.4,,92546336273615.11,32550.18365080721,6.816695320675725
211,"Hong Kong SAR, China",2011,0.048799905,248514000000.0,6.7171725,3.897898261,7071600.0,91.50840299,578.2194648,,421.8547066,12127459591.17,1669311406665.0,22741119260656.86,143695632075307.2,,104836800555992.39,35142.54199898184,8.692742707936961
212,"Hong Kong SAR, China",2012,0.054686683,262629000000.0,6.844524385,3.544820943,7150100.0,91.92163801,409.9806647,,430.5685304,14362308869.607,1797570594708.165,24141287868928.29,107672811989496.3,,113079782570421.6,36730.81495363701,5.67976049639054
213,"Hong Kong SAR, China",2013,0.057288366,275697000000.0,6.947699229,1.812473458,7178900.0,91.11389629,459.5643704,,442.6200191,15794230641.102,1915459834337.613,25119827865464.13,126700518226168.8,,122029011405812.69,38403.794453189206,4.975840444124602
214,"Hong Kong SAR, China",2014,0.066194544,291460000000.0,7.067506488,2.850257146,7229500.0,90.4754193,497.8166061,,425.9758717,19293061794.239998,2059895440992.48,26369965709178.0,145093628013906.0,,124154927565682.02,40315.37450722733,5.717508714276898
215,"Hong Kong SAR, China",2015,0.067965375,309386000000.0,7.058016579,3.643565449,7291300.0,89.83696649,668.6382394,,389.4059493,21027535509.75,2183651517310.4941,27794299714475.137,206867310335008.4,,120476749030129.8,42432.213734176345,6.150415151307209
216,"Hong Kong SAR, China",2016,0.076206598,320860000000.0,7.475714668,1.638265665,7336600.0,89.52713364,421.0857883,,371.7272318,24451649034.28,2398657808374.48,28725676099730.402,135109586033938.0,,119272399595348.02,43734.15478559551,3.7086358141609432
217,"Hong Kong SAR, China",2017,0.065272703,341273000000.0,7.218762443,2.880577373,7393200.0,88.6354057,572.307203,,376.7956667,22275811170.919,2463568715209.939,30248870809456.1,195312996089419.0,,128590187561709.11,46160.39062922686,6.361964719815494
218,"Hong Kong SAR, China",2018,0.062142272,361731000000.0,6.478878505,3.659546525,7452600.0,88.69723065,626.6448591,,376.8927735,22478786192.832,2343611200492.155,32084537940255.15,226676871527102.1,,136333799850928.48,48537.557362531195,5.994614282407329
219,"Hong Kong SAR, China",2019,0.072301726,363075000000.0,6.254714375,2.044920546,7507900.0,90.00689626,501.8915688,,353.7435211,26250949167.449997,2270930421703.125,32679253859599.5,182224281342060.0,,128435428923382.5,48359.06178824971,0.3715468124103172
220,"Hong Kong SAR, China",2020,0.098961317,344943000000.0,6.170581955,0.638309946,7481000.0,89.42750803,889.815804,,350.679705,34136013569.930996,2128499051303.5652,30847392902392.29,306935732879172.0,,120964509481815.0,46109.20999866328,-4.994009502168972
221,"Hong Kong SAR, China",2021,0.075593459,368954000000.0,5.989491533,0.683621362,7413100.0,89.67566989,1102.604728,,402.4596815,27890509071.886,2209846859066.482,33086197108595.06,406810424814512.0,,148489109328151.0,49770.54133898099,6.960860200091035
222,"Hong Kong SAR, China",2022,0.052901972,358680000000.0,6.262653664,1.688614223,7346100.0,91.06835996,794.2574332,,384.8811432,18974879316.96,2246288616203.52,32664399350452.797,284884256140176.0,,138049168442976.0,48825.907624453794,-2.7846289781381928
223,"Hong Kong SAR, China",2023,0.037907341,381066000000.0,6.296841625,2.908601255,7536100.0,91.41531128,598.1597001,,352.9858483,14445198805.505999,2399512250672.25,34835267008224.48,227938324278306.6,,134510905268287.8,50565.41181778374,6.241217798594856
224,"Hong Kong SAR, China",2024,,407107000000.0,,3.843324733,7524100.0,,736.0574284,,359.4021768,,,,299654131503638.8,,146315141990517.6,54107.06928403397,6.833724341715075
225,India,2000,21.61106205,468396000000.0,27.32582838,3.64497016,1057922733.0,42.73292664,109.4893639,8.810143496,26.90092291,10122535019971.8,12799308709878.48,20015931906469.44,51284380093304.4,4126635972952.416,12600284687352.36,442.75067109272527,15.05476447223948
226,India,2001,21.61888489,485440000000.0,26.48777734,3.215616017,1077898575.0,43.80896126,51.11721062,8.079454445,25.99325475,10494671481001.6,12858226631929.6,21266622154054.4,24814338723372.8,3922090365780.8,12618165585840.0,450.3577713700939,3.6388013561174715
227,India,2002,19.53454327,514939000000.0,27.66065416,3.715683778,1097600380.0,44.72882755,38.24003787,8.676273931,29.50866294,10059098176910.53,14243549592496.24,23032617729769.45,19691286860739.93,4467751821755.209,15195161385660.66,469.1498011325397,6.076755108767307
228,India,2003,19.59199798,607701000000.0,27.47410712,3.867798085,1116803006.0,44.70464565,46.53340805,9.108084322,30.59243613,11906076764443.979,16696042370931.12,27167057866150.652,28278398605393.05,5534991950563.722,18591054028637.13,544.1434135967933,18.01417255247708
229,India,2004,17.81469065,709153000000.0,29.21910631,5.725413228,1135991513.0,44.11485897,53.16729719,9.570817081,37.50381406,12633341318519.45,20720816897055.43,31284184583152.41,37703748304180.07,6787173645442.393,26595942252091.184,624.2590652171536,16.694394118160073
230,India,2005,17.62020695,820384000000.0,29.53376419,5.621903263,1154676322.0,44.44293292,57.74359641,10.08093153,42.00166961,14455335858468.8,24229027601248.96,36460271080641.28,47371922597221.445,8270234932307.5205,34457497721330.242,710.4882852183401,15.685049629628578
231,India,2006,16.80944209,940260000000.0,30.92723994,8.400938217,1172878890.0,44.04323571,67.74824961,11.12933705,45.7244805,15805246019543.4,29079646625984.4,41412092808684.6,63700969178298.6,10464470454633.0,42992900034930.0,801.6684484789389,14.612181612513165
232,India,2007,16.75011976,1216740000000.0,30.90323825,6.944418252,1190676021.0,44.00815792,89.61789016,12.10834699,45.68626868,20380540716782.402,37601206108305.0,53546486067580.805,109041671673278.4,14732710116612.6,55588310553703.195,1021.8900679448553,29.404632761151174
233,India,2008,16.79094236,1198900000000.0,31.13671924,9.193969626,1207930964.0,45.88254991,86.51763446,10.97717215,53.36822044,20130660795404.0,37329812696836.0,55008589087099.0,103725991954094.0,13160531690635.0,63983159485516.0,992.5236091555312,-1.4662129953810998
234,India,2009,16.74427016,1341890000000.0,31.12137211,7.040365436,1225524753.0,45.98488281,78.30256759,9.809725406,46.27286964,22468968685002.4,41761458020687.9,61706654393910.91,105073432423345.1,13163572425057.34,62093101041219.6,1094.9513640708976,11.926766202352157
235,India,2010,17.02650901,1675620000000.0,30.72507823,10.52603086,1243481564.0,45.03374956,63.31337619,10.38803979,49.2552065,28529959027336.203,51483555583752.6,75459451437727.19,106089159411487.8,17406407232919.8,82533009115530.0,1347.5229939154933,24.87014583907772
236,India,2011,17.19197356,1823050000000.0,30.16167976,8.733578906,1261224954.0,45.44214525,40.62754034,10.1773872,55.62388001,31341827398558.0,54986250286468.0,82843302898012.5,74066037416837.0,18553885734960.0,101405114452230.5,1445.4598239736383,8.798534273880708
237,India,2012,16.84537707,1827640000000.0,29.3985277,7.934387478,1278674502.0,46.3011473,34.87778111,10.83677172,55.79372173,30787284948214.8,53729925165628.0,84621828851372.0,63744027867880.4,19805717466340.8,101970837582617.2,1429.3238796436092,0.25177587010778435
238,India,2013,17.14842354,1856720000000.0,28.40489956,6.186504001,1295829511.0,46.69871477,30.7527913,11.00162569,53.84413195,31839820955188.8,52739945111043.2,86706437687754.4,57099322662536.0,20426938451136.797,99973476674204.0,1432.8428116806485,1.5911229782670455
239,India,2014,16.79193451,2039130000000.0,27.6564012,3.331756917,1312277191.0,47.82241376,37.34122778,9.984654191,48.92218575,34240937417376.3,56394997378956.0,97516118570428.81,76143617803031.39,20360007900493.832,99758696628397.5,1553.8866437555876,9.824313843767495
240,India,2015,16.17450811,2103590000000.0,27.34739148,2.279588108,1328024498.0,47.78374812,38.13432618,10.56970905,41.92291387,34024533515114.902,57527699243413.195,100517414707750.8,80218987208986.2,22234334260489.5,88188622387793.3,1583.999393962987,3.1611520599471366
241,India,2016,16.36380056,2294800000000.0,26.61899994,3.237974951,1343944296.0,47.74940129,35.22512504,11.14773842,40.08248571,37551649525088.0,61085281062312.0,109575326080292.0,80834616941792.0,25581830126216.0,91981288207308.0,1707.5112464333863,9.089699038310695
242,India,2017,16.5583314,2651470000000.0,26.50001665,3.969257934,1359657400.0,47.67088997,45.43918146,11.38744398,40.74249695,43903918957158.0,70263999146975.5,126397934628755.89,120480626465746.2,30193466089650.6,108027508388016.52,1950.1015476398686,15.54253093951543
243,India,2018,16.03163069,2702930000000.0,26.4120919,3.884240272,1374659064.0,48.43156632,46.59468528,12.01742775,43.61696933,43332375540921.7,71390035559267.0,130907133553317.61,125942172683870.4,32482265988307.5,117893614911136.9,1966.254812400524,1.9408101920821208
244,India,2019,16.7555683,2835610000000.0,24.59147531,2.405517161,1389030312.0,50.08495785,42.58444935,,39.90540353,47512257027163.0,69731833303789.1,142021407329038.5,120752890421353.5,,113156161303703.3,2041.4313319895355,4.9087471743626265
245,India,2020,18.66853766,2674850000000.0,25.12290581,4.814857919,1402617695.0,47.93268811,68.87940867,,37.75810533,49935537959850.99,67200004605878.5,128212750791033.5,184242086280949.5,,100997268041950.5,1907.0413909187137,-5.669326882046544
246,India,2021,17.37256153,3167270000000.0,26.46652361,8.354907715,1414203896.0,47.84722346,72.60717487,,45.42308878,55023592957123.09,83826626234244.7,151545075448154.22,229966526750504.88,,143867186400230.6,2239.613402960106,18.409256593827685
247,India,2022,16.54612959,3346110000000.0,25.38451956,5.897141859,1425423212.0,49.725225,50.42522265,6.73444286,50.07527015,55365169682394.9,84939394744911.61,166386072624750.0,168728341761391.5,22534186598274.598,167557362201616.5,2347.450197127841,5.646503139928072
248,India,2023,16.19318936,3638490000000.0,25.3029365,2.591949545,1438069596.0,49.50718784,53.45636056,,44.99284229,58918757554466.41,92064481425885.0,180131407883961.6,194500433333954.4,,163706006743742.1,2530.1209413789734,8.737907600168548
249,India,2024,16.35296096,3912690000000.0,24.46493051,3.2018101,1450935791.0,49.85273804,85.55322727,,44.67109264,63984066818582.41,95723688957171.89,195058309601727.6,334743256807056.25,,174784137461601.6,2696.6665404975183,7.536093269460675
250,Italy,2000,2.55763393,1149660000000.0,24.10210869,1.756028802,56942108.0,62.96077539,86.07348489,23.7479315,50.27473115,2940409423963.8003,27709230276545.402,72383485034867.4,98955242638637.4,27302046928290.0,57798847413909.0,20189.97961930036,-70.61714574883264
251,Italy,2001,2.481891081,1172040000000.0,23.84486412,3.063979741,56976981.0,63.70284156,51.16446864,23.32520341,49.86327232,2908875622575.24,27947134543204.8,74662278421982.4,59966803824825.6,27338071404656.4,58441749689932.8,20570.412461832613,1.9466624915192243
252,Italy,2002,2.365324421,1281750000000.0,23.71283748,3.305007625,57089824.0,63.94929836,44.97458764,22.80220694,47.87131868,3031754576616.75,30393929439990.0,81967013172930.0,57646177707570.0,29226728745345.0,61359062718090.0,22451.461752623374,9.360602027234567
253,Italy,2003,2.352381687,1582930000000.0,23.14242818,3.167264364,57399184.0,64.85017,46.27310445,22.68694985,45.99408598,3723655543802.9097,36632843838967.4,102653279598100.02,73247085227038.5,35911853526060.5,72805418520321.4,27577.569743848624,23.497561927052857
254,Italy,2004,2.342296276,1812810000000.0,23.05570869,2.629760427,57828179.0,64.68156515,49.65797734,22.13878803,47.26639239,4246138112095.56,41795619270318.9,117255388119571.5,90020477901725.4,40133416328664.305,85684988788515.9,31348.211742928997,14.522436241653146
255,Italy,2005,2.030061109,1864980000000.0,22.89227924,2.08420453,58166682.0,65.02391378,56.55671541,21.87898642,49.12217423,3786023367062.82,42693642937015.2,121268298721424.4,105477143105341.8,40803872093571.6,91611872495465.39,32062.684957687634,2.877852615552645
256,Italy,2006,1.941585684,1958560000000.0,23.00390637,2.215891428,58399861.0,64.4423662,61.72637214,23.24292076,52.92354296,3802712057255.04,45054530860027.195,126214240744671.98,120894803418518.4,45522654883705.6,103653934299737.6,33537.06612418136,5.0177481796051415
257,Italy,2007,1.894149679,2222520000000.0,23.40529729,2.46674492,58756247.0,64.32400401,99.59675946,23.69177805,54.82804156,4209785544571.08,52018741332970.8,142961385392305.2,221355789835039.2,52655450551686.0,121856418927931.2,37826.10553733972,13.477248590801416
258,Italy,2008,1.873008936,2417510000000.0,23.211744,2.404594968,59211181.0,64.93963566,57.26664494,23.45790533,54.2142549,4528017832869.36,56114623237440.0,156992218604406.6,138442686808899.39,56709720714328.3,131063503363299.0,40828.606340413986,8.77337436783472
259,Italy,2009,1.802081779,2209480000000.0,21.38409481,1.772535354,59555454.0,66.81872712,41.94721873,23.858808,45.14147657,3981663649064.9204,47247729800798.805,147634641197097.62,92681540839560.4,52715559099840.0,99739189651883.61,37099.54087496336,-8.605135035635836
260,Italy,2010,1.769281731,2144940000000.0,21.36908017,0.597839703,59819407.0,66.44978657,31.04327546,23.73795594,51.66211181,3795003156091.14,45835394819839.8,142530805205455.8,66585963265172.4,50916491213943.6,110812130105741.39,35856.925161427964,-2.9210492966670887
261,Italy,2011,1.849100939,2306970000000.0,21.24073422,1.728783709,60026841.0,66.20960705,36.69750906,23.69077803,54.47221494,4265820393244.83,49001736623513.4,152743577176138.5,84660052476148.2,54653914191869.1,125665765700131.8,38432.30730732607,7.55405745615263
262,Italy,2012,1.908869412,2097930000000.0,20.79483201,1.702379823,60191247.0,66.42311815,37.30373217,24.91073389,54.88449527,4004674405517.16,43626101918739.3,139351052260429.48,78260618831408.11,52260975949847.695,115143829161791.11,34854.4033320991,-9.06123616692025
263,Italy,2013,2.057793666,2153230000000.0,20.60015394,1.125784036,60311613.0,66.50560888,35.75988538,25.1831183,54.03418463,4430903055441.18,44356869468226.195,143201872208682.4,76999257996777.4,54225045817109.0,116348027370854.89,35701.74785409901,2.635931608776265
264,Italy,2014,1.908482131,2173260000000.0,20.18708447,0.902550709,60320707.0,66.77256338,94.58901599,24.96939397,54.45452993,4147627876017.06,43871783195272.195,145114141091218.78,205566524890427.38,54264985139242.195,118343851715671.8,36028.42387109289,0.9302303980531557
265,Italy,2015,1.991525528,1845430000000.0,20.28952832,0.782776478,60229605.0,66.68206398,,24.83914743,55.43568581,3675220955137.04,37442904247577.59,123057081330611.39,,45838907841744.9,102302677664348.3,30639.915370522518,-15.084711447318778
266,Italy,2016,1.849152483,1887110000000.0,20.66264572,1.248171842,60115223.0,66.37712131,,25.08310523,54.4321467,3489554142194.13,38992685364669.2,125260929395314.11,,47334578710585.305,102719448359037.0,31391.549524818365,2.258552207344633
267,Italy,2017,1.893432648,1970720000000.0,20.79261424,0.709821715,60002252.0,66.27985896,,24.69720429,57.58299403,3731425588066.56,40976420735052.8,130619043649651.2,,48671274438388.8,113479957994801.61,32844.10058475805,4.430584332656817
268,Italy,2018,1.857556126,2099440000000.0,20.98654902,1.070581516,60148658.0,66.17056985,,24.24358642,59.27498351,3899827633169.44,44060000474548.805,138921141165884.02,,50897955073604.8,124444271380234.39,34904.186889755714,6.531622960136407
269,Italy,2019,1.818668799,2019610000000.0,21.01229844,1.047006904,59729081.0,66.09422112,,24.66161453,58.69419026,3673001693148.3896,42436648052408.4,133484549916163.2,,49806843320933.305,118539373590998.6,33812.84235731,-3.802442556110197
270,Italy,2020,1.928016202,1907480000000.0,20.96420391,1.577402788,59438851.0,66.7072552,,24.84581098,53.9394839,3677652344990.96,39988799674246.8,127242755148896.02,,47392887528130.4,102888486749572.0,32091.468255333537,-5.552062031778416
271,Italy,2021,1.833392908,2179210000000.0,22.55727711,1.283321873,59133173.0,64.83645602,,24.87691501,60.30197762,3995348159042.68,49157043850883.1,141292253323344.2,,54212021958942.1,131410672649280.2,36852.580192170644,14.245496676242997
272,Italy,2022,1.890371751,2104070000000.0,23.27914411,3.455359171,59013667.0,64.59732244,,24.6064132,72.0165023,3977474490126.57,48980948747527.7,135917288226330.8,,51773615821724.0,151527761994361.0,35653.94436512478,-3.4480385093680788
273,Italy,2023,1.869240261,2304610000000.0,23.07120705,5.914616058,58993475.0,64.83979,,24.83801651,65.64086347,4307869797903.21,53170134479500.51,149430428431900.0,,57241941229111.1,151276590361596.7,39065.50682088146,9.531051723564321
274,Italy,2024,2.025324909,2372770000000.0,21.71221581,2.11108992,58986023.0,65.60084256,,,63.17608906,4805630184327.93,51518094307493.7,155655711201091.22,,,149902328838896.22,40225.97014211316,2.957550301352496
275,Japan,2000,1.517880339,4968360000000.0,32.51358706,-1.33626009,126843000.0,66.02064145,49.93649155,,19.56237158,7541375961074.04,161539205405421.6,328014314154522.0,248102467157358.0,,97192904463208.8,39169.36685508857,109.39071212127595
276,Japan,2001,1.367506192,4374710000000.0,30.9812267,-1.084879848,127149000.0,67.06628128,38.90417218,,19.55960447,5982443013204.32,135533882256757.0,293395531378428.8,170194471077567.8,,85567597270953.7,34406.169140142665,-11.948610809200622
277,Japan,2002,1.376490599,4182850000000.0,30.22260008,-1.390978615,127445000.0,68.3328608,41.42131532,,20.44712207,5757653702027.15,126416602744628.0,285826106797280.0,173259148786262.0,,85527244550499.5,32820.82466946526,-4.38566213531868
278,Japan,2003,1.299028224,4519560000000.0,30.07892076,-1.607703708,127718000.0,68.71535813,51.50623828,,21.32612527,5871036000061.439,135943487110065.6,310563183990022.8,232785534280756.78,,96384702725281.19,35387.02453843624,8.04977467516168
279,Japan,2004,1.230957484,4893120000000.0,29.96693054,-1.1247664,127761000.0,68.98968249,70.66428971,,23.66435342,6023222684110.08,146631787163884.8,337574795185468.8,345768849265795.25,,115792521006470.4,38299.01143541456,8.265406366991467
280,Japan,2005,1.111629406,4831470000000.0,29.87170704,-1.19401768,127773000.0,69.47396471,89.77976292,,26.22995458,5370804126206.82,144324256412548.8,335661376277423.75,433768231155092.4,,126729238654632.61,37812.91822215961,-1.259932313125367
281,Japan,2006,1.082496746,4601660000000.0,29.66557181,-0.862018389,127854000.0,69.44979373,119.4903884,,30.0163761,4981281976198.359,136510875175204.6,319584337815591.8,549854140684744.0,,138125157244326.0,35991.52157930139,-4.756523376943244
282,Japan,2007,1.053364132,4579750000000.0,29.59729581,-0.705243547,128001000.0,69.56041713,143.8032379,,32.81657805,4824144383527.0,135548215485847.5,318569320351117.5,658582878772525.0,,150291723324487.5,35779.01735142694,-0.47613252608841306
283,Japan,2008,1.054101767,5106680000000.0,28.78297644,-0.911530288,128063000.0,70.26145846,121.5801538,,34.12947654,5382960411503.56,146985450126619.2,358802784688512.8,620870939807384.0,,174288315257287.2,39876.310878239616,11.505649871717893
284,Japan,2009,1.082316506,5289490000000.0,27.11121222,-0.569564925,128047000.0,71.91070646,73.12883113,,24.39016653,5724902335321.939,143404485925567.78,380370962713105.4,386814220973823.7,,129011541958769.69,41308.97248666505,3.5798209404152903
285,Japan,2010,1.108281081,5759070000000.0,28.33597017,-1.88074195,128070000.0,70.54419653,74.14904799,,28.49847269,6382668325154.669,163188835726941.9,406268965910027.06,427029557807769.3,,164124699114798.3,44968.142422112905,8.877604457140475
286,Japan,2011,1.080271763,6233150000000.0,26.70143607,-1.62208025,127833000.0,71.69112244,69.15098025,,30.19496073,6733495939543.45,166434056239720.5,446861519836886.0,431028432545287.5,,188209719474199.5,48760.10106936393,8.231884661933254
287,Japan,2012,1.122853962,6272360000000.0,26.56264143,-0.756093119,127629000.0,71.74712328,53.35170496,,30.47091092,7042944277090.32,166610449599874.78,450023786176540.75,334641100122905.6,,191124522818171.22,49145.25695570756,0.6290559348002267
288,Japan,2013,1.06671783,5212330000000.0,26.65074506,-0.354375054,127445000.0,71.62077261,116.7072678,,33.97876865,5560085346843.899,138912477998589.8,373311101698281.3,608316793171974.0,,177108555197454.5,40898.662167994036,-16.900018493836455
289,Japan,2014,0.9966057,4896990000000.0,27.31362673,1.686294786,127276000.0,70.88402135,98.93232479,,37.43143457,4880368146843.0,133754556960542.7,347118343710736.5,484470605173382.06,,183301360774944.3,38475.36063358371,-6.049885559816815
290,Japan,2015,1.03412007,4444930000000.0,28.58371142,2.111298993,127141000.0,69.79553086,125.3456507,,35.42740835,4596591322745.1,127052596402100.6,310236248985539.8,557152643165951.0,,157472350197165.5,34960.63425645543,-9.231384993638947
